id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet,user_coordinates,modified_text,sentiment,sent_score,cases,deaths
1338542633354924035,Kraken-Elect AsuAdanac 🇨🇦💙,Canada,"Experience is what you have the moment after you needed it most. If what I'm doing injures you I'll stop. If it offends or bothers you, I don't give a sh*t.",2018-01-14,731,782,15276,False,2020-12-14,"#PfizerBioNTech  Just wondering, has every Pfizer employee all the way to the boardroom been vaccinated yet?",['PfizerBioNTech'],Twitter Web App,0.0,3.0,False,"[-107.991707, 61.0666922]","#PfizerBioNTech  Just wondering, has every Pfizer employee all the way to the boardroom been vaccinated yet?",neutral,0.0,524364.0,9270.0
1338514087005794305,AFP News Agency,France,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/4pIm8k2HLC,2011-09-27,1953417,618,2338,True,2020-12-14,#UPDATE A nurse in New York City on Monday became the first person in the United States to receive the coronavirus… https://t.co/N4j8xorUzO,['UPDATE'],TweetDeck,7.0,21.0,False,"[1.8883335, 46.603354]",#UPDATE A nurse in New York City on Monday became the first person in the United States to receive the coronavirus… https://t.co/N4j8xorUzO,positive,0.1931818181818181,524364.0,9270.0
1338486712964616202,CityNews Montreal,Montreal,The very latest from CityNews Montreal & https://t.co/jI2Xra5OKR Join the conversation! Nightly 6pm & 11pm on Citytv,2013-02-11,13636,1057,1560,True,2020-12-14,#New Vaccination campaign begins today in Quebec. Residents at Maimonides will be among the first seniors in… https://t.co/kJQv5NbPQ9,['New'],Twitter for iPhone,2.0,3.0,False,"[-73.6103642, 45.4972159]",#New Vaccination campaign begins today in Quebec. Residents at Maimonides will be among the first seniors in… https://t.co/kJQv5NbPQ9,positive,0.1931818181818181,524364.0,9270.0
1338474021655109639,CityNews Montreal,Montreal,The very latest from CityNews Montreal & https://t.co/jI2Xra5OKR Join the conversation! Nightly 6pm & 11pm on Citytv,2013-02-11,13636,1057,1560,True,2020-12-14,#WATCH: Shipments of initial doses of the COVID-19 vaccines arrived in selected ports of entry in Canada on Sunday… https://t.co/d3koIEm6vU,['WATCH'],Twitter for iPhone,0.0,0.0,False,"[-73.6103642, 45.4972159]",#WATCH: Shipments of initial doses of the COVID-19 vaccines arrived in selected ports of entry in Canada on Sunday… https://t.co/d3koIEm6vU,neutral,0.0,524364.0,9270.0
1338466008466505728,Rachna Tandon,India,"District Epidemiologist, Meerut (IDSP). MDI-Gurgaon Alumni. Tweets are personal opinion. RTs are not an endorsement.",2014-10-02,72,120,66,False,2020-12-14,"More approvals to #PfizerBioNTech vaccine: #Singapore approves @pfizer #CovidVaccine, expects first shots by Decemb… https://t.co/fXYyeHXQTf","['PfizerBioNTech', 'Singapore', 'CovidVaccine']",Twitter Web App,0.0,0.0,False,"[78.6677428, 22.3511148]","More approvals to #PfizerBioNTech vaccine: #Singapore approves @pfizer #CovidVaccine, expects first shots by Decemb… https://t.co/fXYyeHXQTf",positive,0.375,524364.0,9270.0
1338452833025155072,The Daily Star,Bangladesh,"Bangladesh's largest English Daily. The latest & breaking news, features, analysis and more from @dailystarnews.",2009-09-27,851971,80,481,True,2020-12-14,#Singapore became on Monday the first Asian country to approve #PfizerBioNTech's #CoronavirusVaccine and said it ex… https://t.co/f6TwAm3NrO,"['Singapore', 'PfizerBioNTech', 'CoronavirusVaccine']",Twitter Web App,1.0,8.0,False,"[90.2932426, 24.4768783]",#Singapore became on Monday the first Asian country to approve #PfizerBioNTech's #CoronavirusVaccine and said it ex… https://t.co/f6TwAm3NrO,positive,0.125,524364.0,9270.0
1338451167639179264,Hal Maas,Michigan,"Morning News Anchor - 103.9 The Fox, Flint, MI. & Z92.5 The Castle, Owosso, MI. I also draw people & pets and I believe in the power of a dog's friendship.",2008-11-26,1086,1992,409,False,2020-12-14,#PfizerBioNTech COVID-19 vaccine being distributed; #ElectoralCollege formally casts votes today; #DetroitLions los… https://t.co/steoPO9yEe,"['PfizerBioNTech', 'ElectoralCollege', 'DetroitLions']",TweetDeck,0.0,1.0,False,"[-84.6824346, 43.6211955]",#PfizerBioNTech COVID-19 vaccine being distributed; #ElectoralCollege formally casts votes today; #DetroitLions los… https://t.co/steoPO9yEe,neutral,0.0,524364.0,9270.0
1338418862669221889,swaliya naikwadi,Singapore,Software professional | Extrovert | Problem Solver | Reader | Explorer | Thinker | Communicator,2020-12-03,5,48,5,False,2020-12-14,"Singapore's plan to tackle #COVID19
has been really effective.
Early in pandemic,more than $1 bn was set aside fo… https://t.co/aWI7CPS81B",['COVID19'],Twitter for Android,0.0,1.0,False,"[103.8194992, 1.357107]","Singapore's plan to tackle #COVID19
has been really effective.
Early in pandemic,more than $1 bn was set aside fo… https://t.co/aWI7CPS81B",positive,0.35,524364.0,9270.0
1338413115306778625,keval singh,Singapore,"Former Senior Producer @ChannelNewsAsia, former Assignment Editor @cgtnofficial.  Views expressed are my own.",2015-01-25,55,38,180,False,2020-12-14,"Phase 3 begins Dec 28, #PfizerBioNTech vaccine first to arrive in #singapore by end Dec, and shots to be free for a… https://t.co/wfFjjKR15V","['PfizerBioNTech', 'singapore']",Twitter for iPhone,0.0,0.0,False,"[103.8194992, 1.357107]","Phase 3 begins Dec 28, #PfizerBioNTech vaccine first to arrive in #singapore by end Dec, and shots to be free for a… https://t.co/wfFjjKR15V",positive,0.325,524364.0,9270.0
1338404433852510209,Financial Mirror,Cyprus,"Cyprus business news & solutions provider, est. 1993 #FMcy",2010-09-29,4716,4660,5462,False,2020-12-14,US began shipments of #Covid19 #PfizerBioNTech #vaccine Sunday following final CDC approval. While #pandemic is far… https://t.co/AwDK69gkJB,"['Covid19', 'PfizerBioNTech', 'vaccine', 'pandemic']",Twitter Web App,0.0,1.0,False,"[33.1451285, 34.9823018]",US began shipments of #Covid19 #PfizerBioNTech #vaccine Sunday following final CDC approval. While #pandemic is far… https://t.co/AwDK69gkJB,neutral,0.0,524364.0,9270.0
1338382778572951552,Stavros Tousios,Cyprus,"Head of Investment Research - Sell & Buy-Side | Trading Strategies | FX Education | Cryptocurrencies | Elliott Waves ~ |	MBA, CMI, Cysec, MEng",2017-11-29,189,300,31,False,2020-12-14,The first few million #PfizerBioNtech #vaccines have arrived in the US after a last-minute #emergencyauthorization… https://t.co/lKgaRoGiTg,"['PfizerBioNtech', 'vaccines', 'emergencyauthorization']",Twitter Web App,0.0,0.0,False,"[33.1451285, 34.9823018]",The first few million #PfizerBioNtech #vaccines have arrived in the US after a last-minute #emergencyauthorization… https://t.co/lKgaRoGiTg,positive,0.0249999999999999,524364.0,9270.0
1338377471360569347,India.com,India,"Follow https://t.co/RBTHZHv1ga for breaking news from India and around the world, live cricket updates, Bollywood gossip, travel tips and latest trends.",2009-03-04,13417,399,349,True,2020-12-14,"#Pfizervaccine is unlikely to be available in India for mass distribution. Read to find out why.

#PfizerBioNTech… https://t.co/2ywdDnR70w","['Pfizervaccine', 'PfizerBioNTech']",TweetDeck,0.0,0.0,False,"[78.6677428, 22.3511148]","#Pfizervaccine is unlikely to be available in India for mass distribution. Read to find out why.

#PfizerBioNTech… https://t.co/2ywdDnR70w",negative,-0.0499999999999999,524364.0,9270.0
1338344185829584897,ghilli vignesh..,pollachi,I'm big fan of ilayathalapathy vijay and luv to keep lovely frnds around me who loves me..,2011-07-30,263,229,75,False,2020-12-14,#USA to start #vaccination from today! It has according to latest figures maximum #coronavirus cases (over 16.7 mil… https://t.co/jDfA1jqvbs,"['USA', 'vaccination', 'coronavirus']",Twitter for Android,0.0,0.0,False,"[77.00991258704545, 10.67047305]",#USA to start #vaccination from today! It has according to latest figures maximum #coronavirus cases (over 16.7 mil… https://t.co/jDfA1jqvbs,positive,0.5,524364.0,9270.0
1338314397983379456,"Professor Kwaku Akyeampong, CEO-C, COO-C 🇬🇭🇺🇸",global,"CEO | COO | Chief Economist | MS, MS, MS, PhD Candidate | ⚽Soccer Agent, Scout, Coach | #ClimateChange #RenewableEnergy #GlobalWarming #Health #Soccer #Football",2010-05-16,333,5004,1472,False,2020-12-14,"Pfizer-BioNTech’s COVID19 vaccine is also urgently needed for Africa: #Ghana, #Nigeria, #Egypt, #SouthAfrica &amp; rest… https://t.co/93G9dkM0Pb","['Ghana', 'Nigeria', 'Egypt', 'SouthAfrica']",Twitter Web App,0.0,1.0,False,"[-79.34914879325001, 43.7283874]","Pfizer-BioNTech’s COVID19 vaccine is also urgently needed for Africa: #Ghana, #Nigeria, #Egypt, #SouthAfrica &amp; rest… https://t.co/93G9dkM0Pb",neutral,0.0,524364.0,9270.0
1338313134092689408,FedUpWitGop,USA,Nothing pisses me more than a hypocrite. And these days it seems all in the GOP are hypocrites!,2011-04-19,12,177,933,False,2020-12-14,@realDonaldTrump Might as well call it 100 years ahead #LiarInChief you had nothing to do with the #PfizerCovidVaccine #PfizerBioNTech,"['LiarInChief', 'PfizerCovidVaccine', 'PfizerBioNTech']",Twitter for iPhone,0.0,0.0,False,"[-100.4458825, 39.7837304]",@realDonaldTrump Might as well call it 100 years ahead #LiarInChief you had nothing to do with the #PfizerCovidVaccine #PfizerBioNTech,neutral,0.0,524364.0,9270.0
1338269605760942082,IN,Texas,Nobody Cares. Work Harder.,2009-10-05,188,640,4066,False,2020-12-13,It’s here. #Covid_19 #CovidVaccine  #PfizerBioNTech https://t.co/1E0bcR8Lig,"['Covid_19', 'CovidVaccine', 'PfizerBioNTech']",Twitter Web App,0.0,0.0,False,"[-99.5120986, 31.8160381]",It’s here. #Covid_19 #CovidVaccine  #PfizerBioNTech https://t.co/1E0bcR8Lig,neutral,0.0,530702.0,7553.0
1338249841114296321,ILKHA,Türkiye,Official Twitter account of Ilke News Agency /,2015-05-22,4056,6,3,True,2020-12-13,"Turkey’s coronavirus death toll reaches 16,417 @drfahrettinkoca #CoronavirusPandemic #Turkey #PfizerBioNTech… https://t.co/eRYk0TZ8RS","['CoronavirusPandemic', 'Turkey', 'PfizerBioNTech']",TweetDeck,3.0,2.0,False,"[34.9249653, 38.9597594]","Turkey’s coronavirus death toll reaches 16,417 @drfahrettinkoca #CoronavirusPandemic #Turkey #PfizerBioNTech… https://t.co/eRYk0TZ8RS",neutral,0.0,530702.0,7553.0
1338199619533205506,ILKHA,Türkiye,Official Twitter account of Ilke News Agency /,2015-05-22,4056,6,3,True,2020-12-13,"Turkey’s coronavirus death toll reaches 16,417 @drfahrettinkoca #CoronavirusPandemic #Turkey #PfizerBioNTech… https://t.co/yEivuSiXxI","['CoronavirusPandemic', 'Turkey', 'PfizerBioNTech']",TweetDeck,2.0,3.0,False,"[34.9249653, 38.9597594]","Turkey’s coronavirus death toll reaches 16,417 @drfahrettinkoca #CoronavirusPandemic #Turkey #PfizerBioNTech… https://t.co/yEivuSiXxI",neutral,0.0,530702.0,7553.0
1338163623764525058,Kathleen Sullivan,Sacramento,"Retired, disabled... battling Multiple Sclerosis.",2017-02-05,876,735,198727,False,2020-12-13,"#PfizerBioNTech #PfizerCovidVaccine #VaccineRollout

38 days... https://t.co/yo0ycGAKx6","['PfizerBioNTech', 'PfizerCovidVaccine', 'VaccineRollout']",Twitter Web App,0.0,1.0,False,"[-121.493895, 38.5810606]","#PfizerBioNTech #PfizerCovidVaccine #VaccineRollout

38 days... https://t.co/yo0ycGAKx6",neutral,0.0,530702.0,7553.0
1338148596307406851,Dick Bourgeois-Doyle,Canada,Ottawa science writer,2011-10-04,6000,4441,1039,False,2020-12-13,#Canadian firm Acuitas - at heart of #PfizerBioNTech #vaccine - great story - @ubcprez #UBC - we helped early on wi… https://t.co/JquwQZEP4Y,"['Canadian', 'PfizerBioNTech', 'vaccine', 'UBC']",Twitter Web App,0.0,1.0,False,"[-107.991707, 61.0666922]",#Canadian firm Acuitas - at heart of #PfizerBioNTech #vaccine - great story - @ubcprez #UBC - we helped early on wi… https://t.co/JquwQZEP4Y,positive,0.2333333333333333,530702.0,7553.0
1338136603038949378,AFP News Agency,France,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/4pIm8k2HLC,2011-09-27,1953417,618,2338,True,2020-12-13,"#UPDATE The #PfizerBioNTech Covid-19 vaccine began leaving the company's Michigan factory on Sunday, set to be inje… https://t.co/PZgwbs1XU3","['UPDATE', 'PfizerBioNTech']",TweetDeck,33.0,48.0,False,"[1.8883335, 46.603354]","#UPDATE The #PfizerBioNTech Covid-19 vaccine began leaving the company's Michigan factory on Sunday, set to be inje… https://t.co/PZgwbs1XU3",neutral,0.0,530702.0,7553.0
1338129045087637504,Times of Oman,Oman,Oman's leading English language media house. https://t.co/W2io5oVJB8,2014-03-20,88187,496,825,True,2020-12-13,"Rival US companies #UPS and #FedEx are working side-by-side to ship the #PfizerBioNTech #Covid-19 #vaccine.

https://t.co/mDqkzn1oPa","['UPS', 'FedEx', 'PfizerBioNTech', 'Covid', 'vaccine']",TweetDeck,0.0,5.0,False,"[57.0036901, 21.0000287]","Rival US companies #UPS and #FedEx are working side-by-side to ship the #PfizerBioNTech #Covid-19 #vaccine.

https://t.co/mDqkzn1oPa",neutral,0.0,530702.0,7553.0
1338070912097140736,ILKHA,Türkiye,Official Twitter account of Ilke News Agency /,2015-05-22,4056,6,3,True,2020-12-13,"Global coronavirus death toll reaches 1,611,637 #CoronavirusPandemic @WHO @Worldometers #PfizerBioNTech… https://t.co/rETF806133","['CoronavirusPandemic', 'PfizerBioNTech']",TweetDeck,2.0,4.0,False,"[34.9249653, 38.9597594]","Global coronavirus death toll reaches 1,611,637 #CoronavirusPandemic @WHO @Worldometers #PfizerBioNTech… https://t.co/rETF806133",neutral,0.0,530702.0,7553.0
1337967890578993155,francisthomas,NYC,"Freedom is distance between hunter & hunted-Fear leads to anger-Anger leads 2 hate-Hate leads 2 suffering. Don't suffer
UVA/MCV/Columbia MPH/MBA/HHMI",2008-09-24,369,2202,19984,False,2020-12-13,"@4everNeverTrump @tedcruz You were hatched in Canada
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scie… https://t.co/dBMPRVZZc0",['PfizerBioNTech'],Twitter for Android,1.0,6.0,False,"[-74.0060152, 40.7127281]","@4everNeverTrump @tedcruz You were hatched in Canada
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scie… https://t.co/dBMPRVZZc0",positive,0.1,530702.0,7553.0
1337967795364048896,francisthomas,NYC,"Freedom is distance between hunter & hunted-Fear leads to anger-Anger leads 2 hate-Hate leads 2 suffering. Don't suffer
UVA/MCV/Columbia MPH/MBA/HHMI",2008-09-24,369,2202,19984,False,2020-12-13,"@tedcruz You were hatched in Canada
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scientists behind it,… https://t.co/EAcRUSqvXG",['PfizerBioNTech'],Twitter for Android,0.0,0.0,False,"[-74.0060152, 40.7127281]","@tedcruz You were hatched in Canada
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scientists behind it,… https://t.co/EAcRUSqvXG",negative,-0.15,530702.0,7553.0
1337967722387353602,francisthomas,NYC,"Freedom is distance between hunter & hunted-Fear leads to anger-Anger leads 2 hate-Hate leads 2 suffering. Don't suffer
UVA/MCV/Columbia MPH/MBA/HHMI",2008-09-24,369,2202,19984,False,2020-12-13,"@tedcruz @stoolpresidente You were hatched in Canada
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scie… https://t.co/QlD8JuetTU",['PfizerBioNTech'],Twitter for Android,0.0,0.0,False,"[-74.0060152, 40.7127281]","@tedcruz @stoolpresidente You were hatched in Canada
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scie… https://t.co/QlD8JuetTU",positive,0.1,530702.0,7553.0
1337930785693773824,Jane 🇬🇧🇵🇱🇺🇸,England,"Happily married, traveller & campaigner for animal & human rights. Here to support those I follow. *I DO NOT CONSENT* to the madness.",2011-08-08,1384,1543,33394,False,2020-12-13,Big Pharma has the best interests of those that hold their stock &amp; not patients. #Pfizervaccine #PfizerBioNTech https://t.co/V2PrGIPLyG,"['Pfizervaccine', 'PfizerBioNTech']",Twitter for iPhone,2.0,2.0,False,"[-1.2649062, 52.5310214]",Big Pharma has the best interests of those that hold their stock &amp; not patients. #Pfizervaccine #PfizerBioNTech https://t.co/V2PrGIPLyG,positive,0.5,530702.0,7553.0
1337911047483748353,"Karla Dick, D.O.",Texas,"Physician,Traveler,Dog lover, OutdoorsWoman,Defender of my Sister. PatientSafety,AI,tech,healthcare,endcancer,research healthspan,biotech,HealthIT @TTelomere",2009-03-29,214,309,3828,False,2020-12-13,"The entire ingredients of the #Pfizervaccine: See, it’s just like your #BigMac with a splash of a #superpower to fi… https://t.co/smNkthBZrD","['Pfizervaccine', 'BigMac', 'superpower']",Twitter for iPhone,0.0,2.0,False,"[-99.5120986, 31.8160381]","The entire ingredients of the #Pfizervaccine: See, it’s just like your #BigMac with a splash of a #superpower to fi… https://t.co/smNkthBZrD",neutral,0.0,530702.0,7553.0
1339033432056217605,Free Malaysia Today,Malaysia,Free and Independent #FMTNews Telegram: https://t.co/Xs6LInzbeK,2010-01-05,165287,1,0,False,2020-12-16,Supplier Fosun Pharma will be making an initial payment of €125 mil by year-end for 50 million doses. #FMTNews… https://t.co/Gsr2dRfCCn,['FMTNews'],Twitter Web App,1.0,0.0,False,"[102.2656823, 4.5693754]",Supplier Fosun Pharma will be making an initial payment of €125 mil by year-end for 50 million doses. #FMTNews… https://t.co/Gsr2dRfCCn,neutral,0.0,733670.0,13810.0
1338996762724495370,ILKHA,Türkiye,Official Twitter account of Ilke News Agency /,2015-05-22,4071,6,3,True,2020-12-15,"Turkey’s death toll from COVID-19 rises to 16,881 @drfahrettinkoca #coronavirus #PfizerBioNTech #Sinovac… https://t.co/BPR79ydJv0","['coronavirus', 'PfizerBioNTech', 'Sinovac']",TweetDeck,2.0,2.0,False,"[34.9249653, 38.9597594]","Turkey’s death toll from COVID-19 rises to 16,881 @drfahrettinkoca #coronavirus #PfizerBioNTech #Sinovac… https://t.co/BPR79ydJv0",neutral,0.0,637304.0,14030.0
1338931418337079304,ILKHA,Türkiye,Official Twitter account of Ilke News Agency /,2015-05-22,4071,6,3,True,2020-12-15,"Turkey’s death toll from COVID-19 rises to 16,881 @drfahrettinkoca #coronavirus #PfizerBioNTech #Sinovac… https://t.co/6PffcFjgtS","['coronavirus', 'PfizerBioNTech', 'Sinovac']",TweetDeck,2.0,4.0,False,"[34.9249653, 38.9597594]","Turkey’s death toll from COVID-19 rises to 16,881 @drfahrettinkoca #coronavirus #PfizerBioNTech #Sinovac… https://t.co/6PffcFjgtS",neutral,0.0,637304.0,14030.0
1338923664033648643,Michael Shiloh,USA,Physician-scientist (Infectious Diseases; Immunology; Microbiology) @UTSWnews. @Eagles @sixers @warriors @Arsenal. All views my own.,2008-06-30,1271,656,1529,False,2020-12-15,@UTSWNews starting the COVID vaccination program today. Socially distanced staff patiently waiting. #CovidVaccine… https://t.co/slyzyC1i89,['CovidVaccine'],Twitter for iPhone,0.0,7.0,False,"[-100.4458825, 39.7837304]",@UTSWNews starting the COVID vaccination program today. Socially distanced staff patiently waiting. #CovidVaccine… https://t.co/slyzyC1i89,positive,0.0166666666666666,637304.0,14030.0
1338922519064174598,Tala Ramadan,Beirut,Journalist. Writer @beirutcityguide @Alarabiya_eng @bey_today @SMEX & Former Annahar Newspaper Correspondent,2011-03-03,564,831,4513,False,2020-12-15,"Despite #Lebanon’s dire shortage of foreign exchange, the government expects to sign the $18 million deal for suppl… https://t.co/4xOeqhzUOJ",['Lebanon'],Twitter for iPhone,0.0,1.0,False,"[35.47843, 33.8959203]","Despite #Lebanon’s dire shortage of foreign exchange, the government expects to sign the $18 million deal for suppl… https://t.co/4xOeqhzUOJ",negative,-0.125,637304.0,14030.0
1338922036610146306,Niamh Griffin,Ireland,"Journalist | Health @irishexaminer | Views all mine |
Sport bants on IG realgirlsport",2011-01-22,2266,2031,2125,False,2020-12-15,Really good thead on #PfizerBioNTech from @MayoClinic epidemiologist https://t.co/ZD2NPkkdvj,['PfizerBioNTech'],Twitter for Android,1.0,5.0,False,"[-7.9794599, 52.865196]",Really good thead on #PfizerBioNTech from @MayoClinic epidemiologist https://t.co/ZD2NPkkdvj,positive,0.7,637304.0,14030.0
1338921454100869120,CBS4 Miami,Miami,News and insider info from CBS4 News in S. Florida,2008-09-17,105898,1447,4857,True,2020-12-15,WATCH LIVE: @JacksonHealth System news conference on receiving its first shipment of the #PfizerBioNTech COVID-19 v… https://t.co/gZzdgr9uUV,['PfizerBioNTech'],TweetDeck,0.0,0.0,False,"[-80.19362, 25.7741728]",WATCH LIVE: @JacksonHealth System news conference on receiving its first shipment of the #PfizerBioNTech COVID-19 v… https://t.co/gZzdgr9uUV,positive,0.1931818181818181,637304.0,14030.0
1338862629234872320,AFP News Agency,France,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/4pIm8k2HLC,2011-09-27,1954337,618,2337,True,2020-12-15,#UPDATE The EU's medicines regulator the #EMA on Tuesday dramatically advanced the decision day for the… https://t.co/i928tblZK5,"['UPDATE', 'EMA']",TweetDeck,8.0,23.0,False,"[1.8883335, 46.603354]",#UPDATE The EU's medicines regulator the #EMA on Tuesday dramatically advanced the decision day for the… https://t.co/i928tblZK5,positive,0.4,637304.0,14030.0
